RecordID,AQI,PM10,PM2_5,NO2,SO2,O3,Temperature,Humidity,WindSpeed,RespiratoryCases,CardiovascularCases,HospitalAdmissions,HealthImpactScore,HealthImpactClass
265,438.69,10.55,48.77,159.32,56.14,152.29,32.81,39.28,5.74,6,7,3,100.00,0.00
266,370.38,96.94,59.58,128.35,36.70,196.28,28.50,73.91,18.81,11,11,1,100.00,0.00
267,348.51,163.23,112.08,174.95,4.44,227.76,19.52,31.46,15.75,4,6,2,100.00,0.00
268,351.24,165.51,79.59,156.97,36.91,34.01,35.93,28.74,14.71,13,12,2,100.00,0.00
269,179.75,106.97,134.93,22.42,49.89,297.17,-1.57,73.31,17.77,15,7,4,100.00,0.00
270,146.80,134.19,11.13,76.21,21.15,181.85,24.33,89.25,15.40,11,3,0,84.56,0.00
271,404.68,289.66,24.79,154.91,17.31,108.96,38.15,16.75,5.73,9,6,1,100.00,0.00
272,405.06,113.20,99.84,83.47,50.84,74.73,5.50,50.13,11.68,11,3,4,100.00,0.00
273,433.54,77.47,67.39,194.47,58.59,171.87,-9.24,64.65,16.85,11,5,3,100.00,0.00
274,456.62,73.04,59.16,147.15,23.99,264.51,26.74,70.86,3.62,9,4,2,100.00,0.00
275,255.67,137.33,13.41,3.10,58.74,156.17,-9.65,99.66,3.26,9,6,2,100.00,0.00
276,250.76,227.86,179.14,176.00,90.03,198.44,33.63,71.44,3.18,7,13,5,100.00,0.00
277,399.15,61.80,138.36,20.16,47.32,107.31,-7.18,65.81,3.89,5,3,2,100.00,0.00
278,324.98,212.79,24.32,28.10,85.74,116.45,22.64,99.08,2.06,9,4,3,100.00,0.00
279,350.98,6.34,13.01,146.90,92.73,85.85,8.86,15.46,16.75,10,5,0,100.00,0.00
280,397.90,125.68,194.97,172.99,9.24,211.69,0.17,16.70,16.37,16,3,1,100.00,0.00
281,445.00,232.76,136.23,107.27,9.58,107.76,34.91,60.46,3.03,10,8,1,100.00,0.00
282,169.00,101.62,83.49,57.81,47.60,57.21,27.31,42.28,14.11,12,4,2,89.37,0.00
283,187.79,169.12,140.35,70.26,58.81,110.82,7.02,18.70,12.54,11,3,2,100.00,0.00
284,46.99,61.49,151.27,68.58,42.59,256.15,4.21,37.58,5.52,10,6,2,84.62,0.00
285,289.14,222.60,155.99,65.34,32.65,221.48,26.80,70.69,4.55,9,6,1,100.00,0.00
286,17.97,15.68,95.58,48.58,64.10,100.39,31.83,89.26,5.01,12,2,1,42.34,2.00
287,232.80,255.76,85.98,121.77,0.21,272.04,25.79,18.49,14.61,18,5,0,100.00,0.00
288,271.32,59.46,2.21,180.08,96.81,22.45,22.00,58.61,6.39,12,4,3,100.00,0.00
289,143.27,262.32,185.31,61.42,23.21,14.93,1.40,36.65,5.56,10,3,4,100.00,0.00
290,295.42,105.76,120.66,37.34,91.71,38.24,32.64,70.06,0.45,9,3,0,100.00,0.00
291,15.25,216.81,40.63,167.72,10.90,34.94,27.48,59.45,18.16,11,4,4,52.91,2.00
292,18.67,95.77,183.92,148.36,23.81,26.35,15.86,93.40,15.05,7,11,1,69.08,1.00
293,411.30,271.77,182.99,186.17,23.49,198.40,15.58,13.39,9.46,16,5,1,100.00,0.00
294,180.10,37.99,197.84,33.10,99.62,180.25,18.46,52.30,18.86,10,6,3,100.00,0.00
295,63.53,53.56,174.81,28.85,0.46,194.28,31.41,27.35,5.87,10,4,0,79.85,1.00
296,261.12,147.91,199.56,108.29,63.96,206.51,27.11,58.31,13.49,10,3,2,100.00,0.00
297,385.00,24.58,48.94,122.89,86.97,227.06,32.81,86.82,6.10,5,6,1,100.00,0.00
298,107.91,58.79,168.45,96.03,67.23,62.15,15.36,92.02,6.29,12,5,4,90.04,0.00
299,311.45,283.13,164.61,119.79,36.27,186.69,21.23,45.84,16.89,14,10,1,100.00,0.00
300,42.67,292.95,46.19,36.08,95.83,174.01,32.73,83.06,15.74,9,6,2,74.71,1.00
301,25.84,112.88,19.69,95.92,89.35,283.10,1.62,35.25,5.88,7,6,1,64.97,1.00
302,265.68,276.99,195.88,131.62,43.40,69.71,12.20,10.57,1.63,7,6,3,100.00,0.00
303,270.32,163.45,59.20,86.54,57.33,17.62,21.03,86.97,7.15,14,6,1,100.00,0.00
304,318.71,80.92,174.18,135.89,96.75,196.05,35.76,20.75,15.20,8,6,3,100.00,0.00
305,363.05,210.72,0.83,90.24,98.26,222.05,-9.21,11.59,2.01,6,5,1,100.00,0.00
306,487.93,197.67,4.20,66.72,44.98,84.96,0.63,41.84,13.44,6,11,4,100.00,0.00
307,258.15,296.74,93.17,60.72,84.74,171.25,1.72,44.14,17.80,8,6,4,100.00,0.00
308,161.48,79.51,47.74,82.18,30.20,17.86,6.33,16.95,3.58,19,3,1,76.96,1.00
309,397.59,201.62,137.97,4.62,37.18,288.01,4.09,83.28,17.24,10,2,5,100.00,0.00
310,135.42,15.61,113.11,133.71,16.48,32.98,19.51,46.50,1.03,10,4,6,81.27,0.00
311,219.49,34.09,15.50,169.02,20.92,20.27,34.28,54.09,13.34,10,9,1,89.95,0.00
312,39.23,1.18,32.53,70.93,65.69,13.23,21.85,33.82,15.82,8,8,1,28.21,3.00
313,12.68,299.84,77.61,9.21,51.08,128.18,2.08,56.04,8.90,8,10,3,65.05,1.00
314,481.32,240.68,37.12,197.36,23.11,29.15,33.19,79.01,4.07,7,9,1,100.00,0.00
315,417.99,236.02,158.44,52.74,40.29,223.39,21.60,91.56,18.49,15,3,3,100.00,0.00
316,347.99,152.92,83.21,25.32,37.32,269.66,0.95,97.35,0.40,7,5,5,100.00,0.00
317,204.48,90.02,18.69,73.95,98.74,78.07,8.08,48.41,11.10,14,4,2,93.26,0.00
318,86.65,45.38,96.87,147.71,85.36,188.63,29.50,99.10,7.46,8,5,5,85.96,0.00
319,78.22,85.40,18.17,58.78,38.80,12.70,26.95,36.55,9.22,5,6,4,42.92,2.00
320,125.12,112.79,25.79,114.94,91.39,115.97,18.83,10.63,10.73,11,6,3,80.16,0.00
321,274.61,226.89,47.92,83.11,34.26,87.88,-2.76,79.09,10.69,3,1,1,100.00,0.00
322,357.30,161.90,171.91,23.55,66.79,68.59,30.16,26.06,4.07,13,6,1,100.00,0.00
323,330.10,23.25,184.92,66.06,96.66,193.42,5.38,14.72,13.59,12,8,1,100.00,0.00
324,139.97,5.41,165.25,144.97,39.03,39.07,28.58,93.16,0.38,13,6,2,94.49,0.00
325,477.43,30.70,66.82,122.40,67.99,258.21,22.38,81.26,0.42,11,3,2,100.00,0.00
326,368.95,123.15,54.49,23.96,29.59,199.45,3.21,19.24,9.57,10,4,1,100.00,0.00
327,277.18,279.96,109.83,32.66,26.63,213.22,0.62,79.92,10.84,10,5,0,100.00,0.00
328,305.86,191.22,144.37,128.15,57.42,280.60,-3.45,85.96,5.50,13,7,0,100.00,0.00
329,209.80,240.55,198.67,162.68,97.93,282.71,2.10,91.48,11.03,8,7,2,100.00,0.00
330,123.87,139.91,26.31,69.89,45.31,165.50,-2.11,58.93,10.32,11,3,2,81.81,0.00
331,177.99,108.50,9.86,119.06,93.76,148.61,20.85,73.31,6.98,7,5,1,96.28,0.00
332,378.92,32.52,138.87,34.13,91.44,100.61,19.94,78.60,13.04,10,2,2,100.00,0.00
333,7.20,262.78,166.45,62.28,25.38,214.67,19.31,71.98,19.16,10,4,1,88.77,0.00
334,58.04,234.95,169.27,4.05,40.18,161.46,22.09,68.22,9.82,6,10,1,91.72,0.00
335,23.00,50.44,135.69,153.66,64.33,279.86,30.74,59.28,15.72,14,2,2,83.33,0.00
336,20.36,153.68,190.80,80.20,51.80,71.59,35.68,53.13,4.95,11,6,2,75.38,1.00
337,427.73,146.21,102.20,163.23,9.60,93.08,1.52,99.65,15.24,6,3,2,100.00,0.00
338,351.83,187.53,182.76,141.67,99.37,94.83,19.39,40.38,12.98,13,6,3,100.00,0.00
339,237.09,283.86,193.56,165.75,75.27,241.80,-6.08,17.94,12.79,7,7,0,100.00,0.00
340,48.92,173.93,169.43,57.13,43.77,29.71,-3.99,78.85,17.86,13,4,2,76.13,1.00
341,245.81,162.07,61.95,37.02,61.82,136.69,22.72,29.24,4.67,14,5,2,100.00,0.00
342,236.74,15.10,39.24,194.38,8.76,128.27,14.33,57.94,7.37,5,3,1,100.00,0.00
343,86.60,18.87,109.62,143.47,49.53,21.94,27.92,18.62,1.66,14,8,4,67.33,1.00
344,216.93,56.20,90.60,166.81,93.08,123.24,11.28,65.74,14.52,9,4,0,100.00,0.00
345,199.25,9.74,175.55,2.63,89.66,154.01,-3.62,94.96,16.88,12,5,3,100.00,0.00
346,307.93,223.01,20.01,70.89,33.74,19.53,33.60,75.04,8.12,10,1,1,100.00,0.00
347,317.55,217.00,51.55,148.56,53.14,152.96,-5.86,29.31,7.14,8,5,1,100.00,0.00
348,22.65,40.82,150.36,15.60,69.74,287.77,-0.55,97.40,13.17,9,5,1,74.14,1.00
349,187.31,250.82,19.00,113.47,34.00,293.67,3.85,37.64,1.51,14,4,3,100.00,0.00
350,312.93,46.44,64.15,85.81,6.49,159.50,39.76,49.30,5.88,16,3,4,100.00,0.00
351,251.57,90.35,77.43,3.52,50.54,154.53,10.84,54.83,7.32,8,5,1,100.00,0.00
352,428.24,74.69,124.52,47.20,60.16,85.65,15.09,99.16,10.37,8,7,0,100.00,0.00
353,329.35,111.69,31.63,56.96,0.58,299.13,28.48,16.20,9.53,15,7,3,100.00,0.00
354,81.47,76.40,172.12,22.37,9.56,82.27,21.82,72.71,4.17,8,6,1,76.15,1.00
355,35.28,146.69,89.51,126.31,20.73,135.87,32.07,42.57,10.82,4,7,0,68.27,1.00
356,321.21,122.22,183.40,48.48,34.81,0.88,14.32,17.05,18.52,5,3,3,100.00,0.00
357,13.26,295.97,93.57,55.52,54.11,104.77,38.61,94.15,0.54,7,5,1,69.07,1.00
358,292.89,16.78,55.01,179.65,29.38,21.43,29.84,63.09,13.61,10,4,1,100.00,0.00
359,470.12,42.65,28.37,93.42,27.62,223.15,10.07,77.82,12.49,8,5,1,100.00,0.00
360,287.74,15.85,0.75,78.43,86.93,168.30,9.06,31.63,18.49,9,2,4,100.00,0.00
361,194.08,187.75,106.43,144.77,14.51,171.65,36.47,78.54,12.91,6,3,1,100.00,0.00
362,321.64,16.35,21.43,181.92,49.55,85.95,24.22,84.56,12.50,7,4,2,100.00,0.00
363,229.13,250.93,78.35,5.01,95.28,244.47,21.07,48.77,15.40,11,3,3,100.00,0.00
364,272.81,153.58,117.85,89.65,62.50,0.98,27.89,61.48,5.36,2,1,3,100.00,0.00
365,470.73,158.10,55.14,122.16,71.72,100.08,18.04,97.47,11.91,17,3,4,100.00,0.00
366,193.05,168.48,35.04,63.71,43.12,197.85,-2.04,86.21,10.39,12,3,2,100.00,0.00
367,480.60,51.24,154.94,154.48,1.99,272.38,5.96,50.04,8.77,9,4,2,100.00,0.00
368,452.68,59.31,189.36,194.30,64.61,70.38,17.90,69.81,1.59,7,8,2,100.00,0.00
369,97.90,95.65,20.09,188.69,63.19,162.33,-9.09,80.58,5.85,8,6,1,81.37,0.00
370,34.68,178.05,31.12,53.20,11.04,161.40,11.87,12.19,5.60,6,7,1,55.57,2.00
371,50.39,63.04,192.00,45.27,46.22,262.25,27.79,62.95,14.49,7,2,3,90.77,0.00
372,9.11,34.90,7.56,191.50,91.53,15.16,-1.79,98.61,18.41,12,4,2,32.15,3.00
373,47.22,291.04,195.53,91.73,20.51,127.34,-6.77,95.25,4.62,12,7,3,100.00,0.00
374,341.50,6.59,0.93,41.66,46.11,54.74,31.80,84.92,1.49,5,5,1,100.00,0.00
375,35.59,240.81,174.73,141.40,46.11,6.46,20.86,19.56,20.00,9,5,1,84.75,0.00
376,159.49,236.41,61.47,56.88,81.08,44.11,-1.17,99.46,13.82,6,7,6,97.30,0.00
377,422.44,89.16,187.72,53.45,82.46,292.94,30.32,64.86,17.73,11,4,1,100.00,0.00
378,11.64,40.69,63.39,175.85,75.93,64.45,22.91,30.06,2.88,9,9,1,46.77,2.00
379,407.23,43.69,130.86,32.50,36.55,280.51,6.71,70.68,16.02,9,5,2,100.00,0.00
380,140.93,209.23,16.01,12.88,7.20,61.58,8.81,87.09,16.27,8,4,2,72.95,1.00
381,59.08,192.84,48.47,53.84,34.95,279.39,-2.21,20.11,3.03,10,3,2,81.73,0.00
382,348.37,234.82,154.74,121.39,67.98,196.39,31.76,92.48,3.23,11,4,2,100.00,0.00
383,314.47,281.24,105.74,24.62,70.27,33.97,15.45,92.82,5.91,10,5,3,100.00,0.00
384,438.74,207.58,185.59,94.32,96.50,174.57,17.85,11.21,4.34,10,6,3,100.00,0.00
385,367.54,46.76,85.75,125.47,45.36,95.55,34.17,91.03,19.51,16,4,1,100.00,0.00
386,401.74,73.03,173.96,169.75,63.24,114.95,-9.21,95.21,7.26,12,5,1,100.00,0.00
387,141.02,252.66,89.79,45.97,53.92,132.05,-6.65,13.39,15.23,8,4,1,100.00,0.00
388,88.72,62.79,195.85,163.47,15.06,126.81,-1.92,36.47,16.10,12,4,2,100.00,0.00
389,375.31,21.76,191.97,46.98,46.12,199.23,-8.50,43.58,7.72,7,4,0,100.00,0.00
390,403.42,210.98,65.83,135.35,54.48,230.51,22.91,41.40,13.65,15,5,2,100.00,0.00
391,495.25,120.76,177.18,86.13,95.07,98.75,21.69,78.31,2.16,10,3,3,100.00,0.00
392,206.31,276.01,169.52,22.94,36.65,277.31,0.54,42.23,7.94,6,2,4,100.00,0.00
393,186.01,195.08,42.14,142.85,98.01,281.54,-2.53,96.09,19.35,15,3,4,100.00,0.00
394,388.21,27.13,124.86,43.55,54.23,12.21,-2.72,99.55,3.37,13,1,3,100.00,0.00
395,170.40,284.36,14.54,35.32,24.25,4.47,37.66,38.51,7.71,10,6,2,85.39,0.00
396,465.38,77.57,167.34,71.66,19.17,127.52,24.68,55.79,15.81,9,6,0,100.00,0.00
397,429.21,101.16,34.91,130.66,14.17,177.19,19.27,60.19,13.31,10,10,1,100.00,0.00
398,214.50,120.68,14.16,46.80,45.29,83.37,6.12,62.15,12.63,16,5,3,93.59,0.00
399,375.44,15.37,80.04,36.73,2.19,77.82,11.65,43.68,17.07,6,7,2,100.00,0.00
400,377.27,148.95,115.38,1.99,44.50,203.50,-5.53,24.94,0.58,11,3,5,100.00,0.00
401,51.56,37.00,170.98,94.33,98.84,180.51,39.91,14.91,15.42,11,6,1,83.02,0.00
402,451.28,120.29,194.85,85.73,67.01,50.14,27.75,19.57,17.65,8,1,4,100.00,0.00
403,252.63,105.21,87.90,46.77,75.98,265.35,21.07,91.12,0.32,9,4,6,100.00,0.00
404,413.23,231.85,12.09,10.73,11.90,203.99,19.39,35.23,11.18,7,4,3,100.00,0.00
405,160.02,240.95,149.82,85.85,47.31,108.77,15.22,16.91,6.97,6,4,2,100.00,0.00
406,447.76,46.02,113.03,157.64,28.62,205.09,2.87,66.12,1.02,11,7,2,100.00,0.00
407,194.60,109.97,89.58,143.06,89.41,33.80,1.32,16.78,8.35,9,5,0,100.00,0.00
408,5.42,112.01,61.85,172.16,18.13,140.48,17.48,16.30,12.88,10,4,0,55.85,2.00
409,452.69,45.42,100.48,1.92,45.87,50.70,-6.49,65.94,18.38,8,5,1,100.00,0.00
410,45.64,239.54,67.74,193.28,58.80,12.43,-6.28,63.23,12.41,13,8,2,74.40,1.00
411,159.66,212.17,151.40,68.28,51.40,101.50,18.04,13.73,17.13,13,8,2,100.00,0.00
412,475.03,57.11,108.78,198.08,83.02,45.22,35.99,51.44,2.43,7,5,0,100.00,0.00
413,475.30,110.02,175.37,50.52,23.15,190.06,35.71,49.22,4.21,13,4,0,100.00,0.00
414,286.72,31.74,108.71,94.31,37.74,202.22,-9.46,59.20,19.41,9,9,3,100.00,0.00
415,315.92,188.46,47.65,70.79,79.21,44.61,-4.63,76.41,17.75,11,6,1,100.00,0.00
416,224.22,36.41,170.22,71.15,52.81,7.38,19.15,35.45,4.70,11,2,1,100.00,0.00
417,146.61,295.78,111.44,168.46,40.21,237.84,32.42,48.95,12.42,9,3,1,100.00,0.00
418,164.33,234.20,41.37,149.28,2.94,0.62,37.72,81.35,7.25,10,3,0,93.88,0.00
419,336.26,117.07,124.70,198.43,75.34,103.17,33.03,93.03,9.37,12,6,4,100.00,0.00
420,376.19,173.57,71.54,122.70,97.22,148.37,23.88,90.22,17.22,12,3,2,100.00,0.00
421,395.79,273.40,168.88,92.65,62.03,245.59,0.03,52.99,14.71,12,4,3,100.00,0.00
422,394.81,166.23,90.66,18.01,85.65,251.57,-6.37,56.88,4.77,16,4,4,100.00,0.00
423,45.60,52.35,145.29,199.31,51.69,217.48,-7.62,57.62,6.32,9,1,2,92.30,0.00
424,247.21,113.61,19.11,110.31,23.17,74.16,20.60,88.18,5.79,16,4,2,100.00,0.00
425,28.78,252.94,79.20,140.10,1.44,216.06,-8.19,85.59,15.61,12,4,4,85.09,0.00
426,274.76,193.26,196.65,81.35,65.34,73.96,26.96,38.04,9.80,12,6,3,100.00,0.00
427,220.77,195.22,161.69,109.54,49.31,64.38,25.62,24.66,19.01,10,3,2,100.00,0.00
428,443.85,260.05,31.99,188.52,78.21,164.14,-6.02,44.11,16.33,11,1,1,100.00,0.00
429,175.46,268.19,55.55,33.28,69.47,203.66,35.33,35.96,4.22,3,7,3,100.00,0.00
430,58.53,275.94,65.96,58.47,98.80,15.92,16.10,95.57,15.72,8,3,2,69.13,1.00
431,71.50,28.45,130.07,30.41,51.03,18.01,35.22,33.93,10.12,11,10,4,55.44,2.00
432,380.76,163.24,151.40,158.44,42.72,235.25,35.08,26.31,5.07,11,3,2,100.00,0.00
433,309.11,222.15,149.91,12.41,28.67,257.85,-0.15,90.95,7.27,11,4,1,100.00,0.00
434,50.56,227.08,101.97,16.33,47.69,181.33,9.03,17.78,19.44,4,3,1,79.00,1.00
435,42.05,182.01,162.16,59.70,87.29,128.65,-3.27,33.42,9.68,8,2,1,86.13,0.00
436,350.48,50.04,87.42,102.84,4.24,253.59,28.75,49.52,14.39,13,4,4,100.00,0.00
437,36.38,239.23,24.78,81.25,97.79,218.65,15.21,63.56,9.54,10,5,1,73.43,1.00
438,410.93,216.03,112.89,8.96,99.33,173.88,36.44,39.49,7.43,8,10,2,100.00,0.00
439,353.12,25.84,190.46,191.50,59.78,95.93,0.41,54.66,15.93,9,3,0,100.00,0.00
440,40.67,139.14,158.60,190.57,33.15,59.40,24.42,27.89,16.97,11,5,1,82.42,0.00
441,42.42,52.19,115.74,55.87,22.30,125.60,39.46,61.68,1.44,13,5,1,58.31,2.00
442,493.32,101.24,129.36,146.31,27.65,86.05,23.27,46.70,5.58,6,3,3,100.00,0.00
443,187.14,5.42,186.11,115.72,5.01,101.78,-6.56,86.43,10.16,9,6,3,100.00,0.00
444,185.32,120.10,85.67,47.50,47.51,154.69,19.42,47.42,6.33,12,5,3,100.00,0.00
445,406.40,164.96,66.28,52.43,5.73,50.73,-1.01,49.94,15.67,10,2,2,100.00,0.00
446,473.62,185.87,195.45,98.23,71.85,241.85,-8.47,63.30,2.29,9,3,3,100.00,0.00
447,493.00,199.05,172.69,83.85,37.19,43.66,6.75,21.09,15.96,9,5,2,100.00,0.00
448,376.69,250.89,64.61,58.25,19.94,144.30,3.31,24.11,12.36,12,8,1,100.00,0.00
449,188.13,64.64,92.76,161.50,54.49,223.79,29.44,81.12,5.79,14,11,2,100.00,0.00
450,41.75,36.14,83.02,96.29,97.38,145.51,8.68,34.61,6.89,13,6,3,61.01,1.00
451,388.57,255.46,29.82,130.97,69.51,108.31,26.65,71.62,3.66,13,7,2,100.00,0.00
452,279.20,46.98,191.56,37.85,49.17,142.47,-9.19,18.77,5.05,10,10,1,100.00,0.00
453,212.11,292.43,80.86,106.70,77.69,254.60,-9.26,83.97,14.35,12,9,2,100.00,0.00
454,453.18,252.76,175.07,63.60,73.75,297.13,-8.53,98.94,7.52,11,5,2,100.00,0.00
455,55.60,150.26,37.87,105.28,89.17,189.34,0.97,43.63,13.75,13,4,2,72.47,1.00
456,246.31,294.43,109.57,156.17,20.47,238.03,8.70,55.50,10.28,15,5,2,100.00,0.00
457,5.68,29.21,4.79,153.78,85.89,4.35,20.39,49.84,2.91,12,2,2,24.53,3.00
458,234.33,90.92,152.84,70.84,30.10,264.11,39.30,90.48,9.98,10,5,0,100.00,0.00
459,28.15,191.47,116.18,138.86,94.10,286.21,7.72,10.89,15.13,11,6,3,96.90,0.00
460,59.41,105.00,125.12,188.26,28.11,172.55,-7.22,68.81,5.95,17,5,3,90.90,0.00
461,58.76,278.51,10.34,125.13,92.68,226.14,-0.25,68.71,12.96,11,3,4,86.68,0.00
462,324.61,19.69,42.21,29.68,96.38,153.82,34.89,44.41,3.98,8,7,4,100.00,0.00
463,373.02,164.82,14.87,135.94,14.55,85.86,24.97,29.74,2.71,11,6,2,100.00,0.00
464,291.68,177.26,57.78,20.98,97.45,255.67,29.51,31.57,7.20,13,3,1,100.00,0.00
465,481.09,195.82,125.49,174.42,8.57,179.05,-3.79,82.04,7.78,4,2,2,100.00,0.00
466,187.44,76.70,113.24,103.33,21.86,173.81,-3.25,15.95,15.22,9,10,2,100.00,0.00
467,142.86,109.37,122.43,77.03,44.42,197.74,-4.39,60.74,9.20,9,6,1,100.00,0.00
468,434.30,253.10,109.85,11.40,99.36,256.80,32.86,37.62,1.62,7,1,1,100.00,0.00
469,111.80,58.48,54.61,76.16,48.86,219.57,0.50,33.87,12.68,6,6,1,81.67,0.00
470,481.61,248.06,48.90,180.64,55.04,63.34,22.16,55.52,9.39,9,4,3,100.00,0.00
471,6.08,168.80,27.41,4.20,69.44,140.05,15.81,90.81,6.63,11,6,3,40.96,2.00
472,484.94,228.66,169.81,94.93,96.83,294.09,17.22,65.63,16.04,9,9,1,100.00,0.00
473,21.58,214.08,123.30,186.23,78.34,166.37,-0.23,80.97,3.09,5,8,1,91.58,0.00
474,445.57,62.25,37.30,78.97,22.42,281.47,21.76,64.06,18.26,9,5,2,100.00,0.00
475,263.85,170.64,35.44,85.64,30.30,244.01,-7.84,72.79,6.68,4,3,2,100.00,0.00
476,496.48,260.32,174.61,115.71,9.76,199.81,39.67,48.92,9.22,11,4,3,100.00,0.00
477,36.90,129.63,148.55,92.59,64.45,104.81,-8.66,93.34,18.58,21,4,0,76.21,1.00
478,276.93,289.98,131.88,33.72,18.07,91.30,-7.49,55.17,15.22,9,5,4,100.00,0.00
479,484.65,135.66,81.37,3.71,25.74,193.03,6.23,59.66,1.49,6,3,3,100.00,0.00
480,261.55,42.84,52.40,121.96,88.81,129.77,31.58,57.25,11.57,12,4,1,100.00,0.00
481,314.70,116.83,195.89,184.16,32.68,239.63,2.86,38.46,6.21,9,7,1,100.00,0.00
482,347.87,285.51,159.45,21.27,56.66,228.14,13.60,30.81,10.17,5,7,2,100.00,0.00
483,227.27,95.92,60.36,42.19,39.76,93.64,-9.10,16.65,14.86,13,4,0,100.00,0.00
484,313.78,260.43,169.51,74.05,7.40,210.82,-6.06,74.64,9.92,10,5,1,100.00,0.00
485,292.16,264.38,151.79,161.75,36.29,148.37,20.40,36.03,1.42,9,5,3,100.00,0.00
486,450.58,105.06,59.42,53.85,40.81,96.99,-0.28,45.03,10.60,7,4,5,100.00,0.00
487,22.72,24.98,85.31,176.41,89.57,123.89,24.71,92.79,0.48,6,7,3,59.63,2.00
488,140.48,217.37,37.19,10.99,32.45,268.61,29.27,60.98,6.97,7,3,2,99.09,0.00
489,475.21,93.45,22.21,188.19,37.92,107.86,32.52,18.74,9.56,3,2,2,100.00,0.00
490,445.13,234.88,144.55,112.15,78.29,86.22,-3.31,81.97,12.89,7,0,2,100.00,0.00
491,227.83,132.80,53.50,131.76,75.90,105.54,12.78,33.05,10.12,11,10,1,100.00,0.00
492,310.07,145.58,164.01,73.54,79.83,64.39,37.35,59.74,3.04,10,3,0,100.00,0.00
493,138.69,233.37,199.12,156.40,95.38,163.39,28.60,55.90,18.64,12,6,0,100.00,0.00
494,94.06,114.71,15.32,33.31,79.56,44.23,-4.15,31.43,13.01,11,6,2,54.04,2.00
495,231.85,132.94,94.61,9.78,40.76,245.23,15.13,20.42,6.34,8,2,2,100.00,0.00
496,176.68,112.86,160.41,79.10,82.15,67.67,36.12,29.01,19.32,13,2,2,100.00,0.00
497,291.83,110.20,157.79,170.74,50.87,179.42,12.00,18.76,17.65,5,5,1,100.00,0.00
498,38.87,157.78,152.00,150.99,27.77,37.51,31.87,34.81,2.87,9,5,3,76.34,1.00
499,487.20,242.64,69.80,103.43,30.29,293.54,14.79,99.76,13.11,16,3,4,100.00,0.00
500,493.11,108.53,90.77,114.43,22.38,136.37,-4.66,46.19,11.20,10,4,2,100.00,0.00
501,349.08,157.28,118.99,25.98,14.50,246.65,-2.61,87.75,3.86,9,5,3,100.00,0.00
502,268.05,201.22,194.79,168.14,18.45,230.59,-7.67,59.43,4.67,13,7,1,100.00,0.00
503,154.76,80.83,65.51,157.39,6.32,214.11,-0.23,69.99,11.28,17,3,1,100.00,0.00
504,406.90,83.26,184.63,131.29,88.85,248.21,34.68,24.07,6.43,14,5,3,100.00,0.00
505,342.37,280.02,53.87,93.24,93.10,30.14,22.51,34.73,16.70,14,9,1,100.00,0.00
506,81.31,217.06,197.81,192.89,58.68,203.55,26.94,55.94,1.95,11,6,1,100.00,0.00
507,455.46,173.16,134.05,175.81,84.05,79.75,21.08,89.30,18.28,9,9,2,100.00,0.00
508,411.27,194.32,92.70,128.89,18.36,235.76,9.33,13.86,16.81,8,8,1,100.00,0.00
509,474.90,8.79,122.68,74.36,90.17,287.06,0.84,55.62,14.77,11,6,0,100.00,0.00
510,362.86,185.43,54.51,123.60,50.64,270.45,36.28,14.59,5.25,10,3,1,100.00,0.00
511,306.71,152.85,54.83,115.09,6.72,34.49,15.74,51.11,14.30,13,5,5,100.00,0.00
512,209.12,163.72,22.71,78.85,14.13,110.87,14.05,66.60,8.78,12,6,2,100.00,0.00
513,466.36,107.83,22.81,61.33,30.90,109.30,39.81,77.03,12.68,5,6,2,100.00,0.00
514,433.03,24.44,69.53,81.40,4.36,36.69,9.20,22.47,6.25,11,3,2,100.00,0.00
515,22.61,58.00,152.57,114.78,30.93,29.44,32.71,24.99,16.72,11,3,3,56.59,2.00
516,13.18,285.22,121.59,85.63,5.99,115.47,33.12,52.31,0.81,9,8,1,75.51,1.00
517,188.23,122.61,20.52,52.71,23.60,297.62,1.63,99.82,13.83,4,1,1,100.00,0.00
518,405.28,140.00,170.45,152.19,26.57,170.68,-5.26,42.04,16.57,11,4,3,100.00,0.00
519,493.64,15.81,120.27,106.29,99.44,186.53,38.78,48.48,12.93,9,3,2,100.00,0.00
520,75.21,11.27,192.17,13.54,23.55,141.31,11.29,48.92,3.84,10,1,2,78.03,1.00
521,297.07,215.15,134.04,73.66,23.92,198.70,-9.89,17.26,5.70,10,4,1,100.00,0.00
522,190.45,161.43,35.03,176.98,68.68,287.00,14.95,79.68,10.30,6,2,2,100.00,0.00
523,484.96,152.61,94.76,151.05,85.94,176.61,20.97,32.78,6.59,8,5,5,100.00,0.00
524,421.06,72.94,129.70,64.65,38.71,19.51,28.80,73.33,0.10,20,2,4,100.00,0.00
525,419.16,223.43,5.65,187.64,87.56,147.87,37.15,52.76,0.81,6,6,3,100.00,0.00
526,234.35,50.47,2.98,15.32,34.01,297.83,35.76,65.06,15.36,10,10,4,100.00,0.00
527,207.41,56.98,25.88,192.25,19.70,116.22,37.01,14.86,1.67,9,4,4,100.00,0.00
528,136.70,138.21,50.33,49.14,32.96,178.16,-8.39,90.10,18.56,7,6,1,88.77,0.00
529,28.19,85.88,85.91,1.82,60.94,31.99,25.59,31.95,8.85,8,5,4,38.93,3.00
530,432.36,74.24,97.49,86.76,36.71,42.35,1.29,70.31,15.16,17,4,3,100.00,0.00
